20190528126	['07', '01', '09', '08', '04', '10', '05', '03', '02', '06']	07	杀 02杀对	杀 08杀对	杀 03杀对	杀 08杀对	杀 06杀对
20190528117	['10', '05', '06', '08', '09', '04', '03', '02', '07', '01']	10	杀 07杀对	杀 07杀对	杀 01杀对	杀 08杀对	杀 02杀对
20190528118	['05', '01', '09', '10', '03', '07', '02', '04', '08', '06']	05	杀 08杀对	杀 03杀对	杀 03杀对	杀 02杀对	杀 01杀对
20190528119	['05', '09', '08', '02', '10', '01', '07', '04', '03', '06']	05	杀 05杀错	杀 09杀对	杀 05杀错	杀 05杀错	杀 06杀对
20190528120	['07', '10', '01', '05', '09', '06', '08', '02', '03', '04']	07	杀 04杀对	杀 09杀对	杀 07杀错	杀 09杀对	杀 02杀对
20190528121	['08', '04', '07', '05', '01', '06', '03', '10', '02', '09']	08	杀 04杀对	杀 01杀对	杀 06杀对	杀 05杀对	杀 03杀对
20190528122	['04', '07', '01', '05', '10', '02', '03', '09', '08', '06']	04	杀 03杀对	杀 02杀对	杀 07杀对	杀 09杀对	杀 03杀对
20190528123	['07', '06', '10', '05', '09', '03', '08', '04', '02', '01']	07	杀 07杀错	杀 10杀对	杀 05杀对	杀 03杀对	杀 09杀对
20190528124	['03', '08', '06', '07', '01', '09', '04', '02', '05', '10']	03	杀 01杀对	杀 03杀错	杀 04杀对	杀 01杀对	杀 06杀对
20190528125	['06', '02', '07', '09', '08', '04', '01', '10', '05', '03']	06	杀 08杀对	杀 09杀对	杀 07杀对	杀 09杀对	杀 06杀错
20190528127	['07', '02', '04', '05', '08', '10', '03', '09', '06', '01']	07	杀 01杀对	杀 05杀对	杀 01杀对	杀 04杀对	杀 06杀对
20190528115	['07', '10', '05', '06', '09', '02', '04', '01', '08', '03']	07	杀 10杀对	杀 07杀错	杀 05杀对	杀 10杀对	杀 05杀对
20190528128	['06', '10', '09', '02', '08', '05', '03', '07', '01', '04']	06	杀 04杀对	杀 04杀对	杀 09杀对	杀 04杀对	杀 07杀对
20190528129	['07', '06', '10', '05', '08', '04', '02', '09', '03', '01']	07	杀 10杀对	杀 08杀对	杀 04杀对	杀 03杀对	杀 05杀对
20190528130	['09', '08', '01', '07', '04', '06', '05', '02', '10', '03']	09	杀 04杀对	杀 04杀对	杀 03杀对	杀 04杀对	杀 03杀对
